,STID,YEAR,MONTH,DAY,value
7161,ACME,1998,8,11,0.132479062932
7162,ACME,1998,8,12,0.132601207542
7163,ACME,1998,8,13,0.132820363901
7164,ACME,1998,8,14,0.132572470474
7165,ACME,1998,8,15,0.132317387608
7166,ACME,1998,8,16,0.132055120474
7167,ACME,1998,8,17,0.131796447199
7168,ACME,1998,8,18,0.131544953017
7169,ACME,1998,8,19,0.131300644827
7170,ACME,1998,8,20,0.131095865625
7171,ACME,1998,8,21,0.130858749462
7172,ACME,1998,8,22,0.130661145043
7173,ACME,1998,8,23,0.130427624462
7174,ACME,1998,8,24,0.130237207759
7175,ACME,1998,8,25,0.130050383189
7176,ACME,1998,8,26,0.129834827587
7177,ACME,1998,8,27,0.12964081875
7178,ACME,1998,8,28,0.12951506821
7179,ACME,1998,8,29,0.129310288146
7180,ACME,1998,8,30,0.129123467025
7181,ACME,1998,8,31,0.128947427479
7182,ACME,1998,9,1,0.128771383621
7183,ACME,1998,9,2,0.128602530065
7184,ACME,1998,9,3,0.128430079203
7185,ACME,1998,9,4,0.128257624892
7186,ACME,1998,9,5,0.128095953017
7187,ACME,1998,9,6,0.127963024246
7188,ACME,1998,9,7,0.127804939331
7189,ACME,1998,9,8,0.127639680496
7190,ACME,1998,9,9,0.127474412176
7191,ACME,1998,9,10,0.127312740301
7192,ACME,1998,9,11,0.127187004419
7193,ACME,1998,9,12,0.12712233222
7194,ACME,1998,9,13,0.127693569396
7195,ACME,1998,9,14,0.127582196875
7196,ACME,1998,9,15,0.12739896875
7197,ACME,1998,9,16,0.127273228557
7198,ACME,1998,9,17,0.12713669903
7199,ACME,1998,9,18,0.127014545797
7200,ACME,1998,9,19,0.126856472091
7201,ACME,1998,9,20,0.12669120722
7202,ACME,1998,9,21,0.126615756896
7203,ACME,1998,9,22,0.126903175862
7204,ACME,1998,9,23,0.126870838038
7205,ACME,1998,9,24,0.12670198707
7206,ACME,1998,9,25,0.126525938038
7207,ACME,1998,9,26,0.126353490625
7208,ACME,1998,9,27,0.126234932975
7209,ACME,1998,9,28,0.126080444504
7210,ACME,1998,9,29,0.125922369074
7211,ACME,1998,9,30,0.125807401832
7212,ACME,1998,10,1,0.1258361389
7213,ACME,1998,10,2,0.128336660451
7214,ACME,1998,10,3,0.128516302479
7215,ACME,1998,10,4,0.128523486746
7216,ACME,1998,10,5,0.129780933513
7217,ACME,1998,10,6,0.129622856358
7218,ACME,1998,10,7,0.129389328017
7219,ACME,1998,10,8,0.129198917349
7220,ACME,1998,10,9,0.129026469936
7221,ACME,1998,10,10,0.128850423491
7222,ACME,1998,10,11,0.128681560452
7223,ACME,1998,10,12,0.128512711207
7224,ACME,1998,10,13,0.12834744375
7225,ACME,1998,10,14,0.128200139547
7226,ACME,1998,10,15,0.128081586207
7227,ACME,1998,10,16,0.12834744375
7228,ACME,1998,10,17,0.130018056574
7229,ACME,1998,10,18,0.130492292349
7230,ACME,1998,10,19,0.130323431896
7231,ACME,1998,10,20,0.130441991271
7232,ACME,1998,10,21,0.130553363792
7233,ACME,1998,10,22,0.130402471767
7234,ACME,1998,10,23,0.130298281788
7235,ACME,1998,10,24,0.130165358191
7236,ACME,1998,10,25,0.130046791917
7237,ACME,1998,10,26,0.129895905066
7238,ACME,1998,10,27,0.129795303771
7239,ACME,1998,10,28,0.129777344828
7240,ACME,1998,10,29,0.129691118104
7241,ACME,1998,10,30,0.129604892242
7242,ACME,1998,10,31,0.130794083299
7243,ACME,1998,11,1,0.135173592457
7244,ACME,1998,11,2,0.13511969321
7245,ACME,1998,11,3,0.135033473383
7246,ACME,1998,11,4,0.134940059805
7247,ACME,1998,11,5,0.134850246983
7248,ACME,1998,11,6,0.134821503017
7249,ACME,1998,11,7,0.13537119429
7250,ACME,1998,11,8,0.135371189117
7251,ACME,1998,11,9,0.135453823707
7252,ACME,1998,11,10,0.135640647415
7253,ACME,1998,11,11,0.135550823383
7254,ACME,1998,11,12,0.135464607006
7255,ACME,1998,11,13,0.135468192242
7256,ACME,1998,11,14,0.135439458623
7257,ACME,1998,11,15,0.13537836821
7258,ACME,1998,11,16,0.135295744828
7259,ACME,1998,11,17,0.135238261207
7260,ACME,1998,11,18,0.135202335561
7261,ACME,1998,11,19,0.135123287068
7262,ACME,1998,11,20,0.135037065517
7263,ACME,1998,11,21,0.134954430064
7264,ACME,1998,11,22,0.134922097413
7265,ACME,1998,11,23,0.134864611206
7266,ACME,1998,11,24,0.134835875
7267,ACME,1998,11,25,0.134771207112
7268,ACME,1998,11,26,0.13469217069
7269,ACME,1998,11,27,0.134663419826
7270,ACME,1998,11,28,0.134645466919
7271,ACME,1998,11,29,0.135568789224
7272,ACME,1998,11,30,0.136488528881
7273,ACME,1998,12,1,0.136409475214
7274,ACME,1998,12,2,0.136330442241
7275,ACME,1998,12,3,0.137735196661
7276,ACME,1998,12,4,0.139258498383
7277,ACME,1998,12,5,0.139172274246
7278,ACME,1998,12,6,0.139244130712
7279,ACME,1998,12,7,0.139233341378
7280,ACME,1998,12,8,0.139233341378
7281,ACME,1998,12,9,0.13916868125
7282,ACME,1998,12,10,0.139093241273
7283,ACME,1998,12,11,0.139075278881
7284,ACME,1998,12,12,0.139093241273
7285,ACME,1998,12,13,0.139060904311
7286,ACME,1998,12,14,0.139007013686
7287,ACME,1998,12,15,0.138974666378
7288,ACME,1998,12,16,0.138935154633
7289,ACME,1998,12,17,0.138971075969
7290,ACME,1998,12,18,0.139100416917
7291,ACME,1998,12,19,0.139096835993
7292,ACME,1998,12,20,0.139060904311
7293,ACME,1998,12,21,0.139060904311
7294,ACME,1998,12,22,0.139060904311
7295,ACME,1998,12,23,0.139060904311
7296,ACME,1998,12,24,0.139060904311
7297,ACME,1998,12,25,0.139060904311
7298,ACME,1998,12,26,0.139007009375
7299,ACME,1998,12,27,0.138974666378
7300,ACME,1998,12,28,0.138974666378
7301,ACME,1998,12,29,0.138924382544
7302,ACME,1998,12,30,0.138888458622
7303,ACME,1998,12,31,0.138888458622
7304,ACME,1999,1,1,0.138931559051
7305,ACME,1999,1,2,0.138910007974
7306,ACME,1999,1,3,0.138888458622
7307,ACME,1999,1,4,0.138888458622
7308,ACME,1999,1,5,0.138888458622
7309,ACME,1999,1,6,0.138888458622
7310,ACME,1999,1,7,0.138834553339
7311,ACME,1999,1,8,0.138802220689
7312,ACME,1999,1,9,0.138802220689
7313,ACME,1999,1,10,0.138802220689
7314,ACME,1999,1,11,0.138802220689
7315,ACME,1999,1,12,0.138802220689
7316,ACME,1999,1,13,0.138802220689
7317,ACME,1999,1,14,0.138741149246
7318,ACME,1999,1,15,0.138716
7319,ACME,1999,1,16,0.138716
7320,ACME,1999,1,17,0.138665710993
7321,ACME,1999,1,18,0.138629779311
7322,ACME,1999,1,19,0.138629779311
7323,ACME,1999,1,20,0.138568698383
7324,ACME,1999,1,21,0.138493250646
7325,ACME,1999,1,22,0.138737560561
7326,ACME,1999,1,23,0.138834559375
7327,ACME,1999,1,24,0.138802220689
7328,ACME,1999,1,25,0.138798629417
7329,ACME,1999,1,26,0.138733960667
7330,ACME,1999,1,27,0.138716
7331,ACME,1999,1,28,0.138687261207
7332,ACME,1999,1,29,0.141547057328
7333,ACME,1999,1,30,0.143799681142
7334,ACME,1999,1,31,0.143828432006
7335,ACME,1999,2,1,0.143749388686
7336,ACME,1999,2,2,0.143666754958
7337,ACME,1999,2,3,0.14358412554
7338,ACME,1999,2,4,0.143497895366
7339,ACME,1999,2,5,0.143440412608
7340,ACME,1999,2,6,0.144737384915
7341,ACME,1999,2,7,0.145477471335
7342,ACME,1999,2,8,0.145387661962
7343,ACME,1999,2,9,0.145312207326
7344,ACME,1999,2,10,0.145283469396
7345,ACME,1999,2,11,0.14520801821
7346,ACME,1999,2,12,0.145118212286
7347,ACME,1999,2,13,0.145035573384
7348,ACME,1999,2,14,0.144949351832
7349,ACME,1999,2,15,0.144859522627
7350,ACME,1999,2,16,0.144769710667
7351,ACME,1999,2,17,0.144683491703
7352,ACME,1999,2,18,0.144543381252
7353,ACME,1999,2,19,0.144493083623
7354,ACME,1999,2,20,0.144424804632
7355,ACME,1999,2,21,0.144349359481
7356,ACME,1999,2,22,0.144302662608
7357,ACME,1999,2,23,0.144237995583
7358,ACME,1999,2,24,0.144097879958
7359,ACME,1999,2,25,0.144061958622
7360,ACME,1999,2,26,0.144004468104
7361,ACME,1999,2,27,0.143911054525
7362,ACME,1999,2,28,0.143817653881
7363,ACME,1999,3,1,0.143731420258
7364,ACME,1999,3,2,0.143605676616
7365,ACME,1999,3,3,0.143544591378
7366,ACME,1999,3,4,0.14348351821
7367,ACME,1999,3,5,0.143400902588
7368,ACME,1999,3,6,0.143318254202
7369,ACME,1999,3,7,0.143314658619
7370,ACME,1999,3,8,0.145017621338
7371,ACME,1999,3,9,0.145039163792
7372,ACME,1999,3,10,0.144949351832
7373,ACME,1999,3,11,0.144920604417
7374,ACME,1999,3,12,0.147931296875
7375,ACME,1999,3,13,0.148868998061
7376,ACME,1999,3,14,0.148779166269
7377,ACME,1999,3,15,0.148660609481
7378,ACME,1999,3,16,0.148516906896
7379,ACME,1999,3,17,0.148405534375
7380,ACME,1999,3,18,0.149860583837
7381,ACME,1999,3,19,0.150906053339
7382,ACME,1999,3,20,0.15081264321
7383,ACME,1999,3,21,0.150661758082
7384,ACME,1999,3,22,0.150500086207
7385,ACME,1999,3,23,0.15038151821
7386,ACME,1999,3,24,0.150324049247
7387,ACME,1999,3,25,0.150245001617
7388,ACME,1999,3,26,0.150126447415
7389,ACME,1999,3,27,0.150327630172
7390,ACME,1999,3,28,0.15061505
7391,ACME,1999,3,29,0.150507260127
7392,ACME,1999,3,30,0.150385119828
7393,ACME,1999,3,31,0.150230631358
7394,ACME,1999,4,1,0.150068961207
7395,ACME,1999,4,2,0.150007879418
7396,ACME,1999,4,3,0.150417448167
7397,ACME,1999,4,4,0.150241411208
7398,ACME,1999,4,5,0.150277341165
7399,ACME,1999,4,6,0.150058183083
7400,ACME,1999,4,7,0.149821060884
7401,ACME,1999,4,8,0.149591128125
7402,ACME,1999,4,9,0.149379161207
7403,ACME,1999,4,10,0.149149226724
7404,ACME,1999,4,11,0.148948031896
7405,ACME,1999,4,12,0.148721693858
7406,ACME,1999,4,13,0.149098928233
7407,ACME,1999,4,14,0.150902461206
7408,ACME,1999,4,15,0.150618641271
7409,ACME,1999,4,16,0.150410262176
7410,ACME,1999,4,17,0.150227033189
7411,ACME,1999,4,18,0.149986327479
7412,ACME,1999,4,19,0.1497528
7413,ACME,1999,4,20,0.149494121551
7414,ACME,1999,4,21,0.149235437928
7415,ACME,1999,4,22,0.149030674247
7416,ACME,1999,4,23,0.148861814657
7417,ACME,1999,4,24,0.149623466811
7418,ACME,1999,4,25,0.154976601078
7419,ACME,1999,4,26,0.156054400644
7420,ACME,1999,4,27,0.155810114873
7421,ACME,1999,4,28,0.15552628804
7422,ACME,1999,4,29,0.155993342997
7423,ACME,1999,4,30,0.155720281356
7424,ACME,1999,5,1,0.155551426076
7425,ACME,1999,5,2,0.155878364547
7426,ACME,1999,5,3,0.155551435561
7427,ACME,1999,5,4,0.155458015085
7428,ACME,1999,5,5,0.155070005172
7429,ACME,1999,5,6,0.154689179525
7430,ACME,1999,5,7,0.154272428233
7431,ACME,1999,5,8,0.153841316167
7432,ACME,1999,5,9,0.1542365
7433,ACME,1999,5,10,0.15540412446
7434,ACME,1999,5,11,0.154990960127
7435,ACME,1999,5,12,0.15456343071
7436,ACME,1999,5,13,0.154135912502
7437,ACME,1999,5,14,0.153693998168
7438,ACME,1999,5,15,0.15326288179
7439,ACME,1999,5,16,0.153338320043
7440,ACME,1999,5,17,0.154020934051
7441,ACME,1999,5,18,0.153593390838
7442,ACME,1999,5,19,0.153169453553
7443,ACME,1999,5,20,0.152763480386
7444,ACME,1999,5,21,0.152335960453
7445,ACME,1999,5,22,0.152077279417
7446,ACME,1999,5,23,0.153938312394
7447,ACME,1999,5,24,0.15352514375
7448,ACME,1999,5,25,0.153496396335
7449,ACME,1999,5,26,0.153226948384
7450,ACME,1999,5,27,0.153043712498
7451,ACME,1999,5,28,0.153050902801
7452,ACME,1999,5,29,0.153133535667
7453,ACME,1999,5,30,0.153076058082
7454,ACME,1999,5,31,0.153237729957
7455,ACME,1999,6,1,0.153992192672
7456,ACME,1999,6,2,0.15352514375
7457,ACME,1999,6,3,0.153162269287
7458,ACME,1999,6,4,0.152670079742
7459,ACME,1999,6,5,0.152177878125
7460,ACME,1999,6,6,0.152900009913
7461,ACME,1999,6,7,0.152860495582
7462,ACME,1999,6,8,0.152382667674
7463,ACME,1999,6,9,0.151879677585
7464,ACME,1999,6,10,0.151779071979
7465,ACME,1999,6,11,0.151441370042
7466,ACME,1999,6,12,0.151229411747
7467,ACME,1999,6,13,0.151595859375
7468,ACME,1999,6,14,0.151179104633
7469,ACME,1999,6,15,0.150737201509
7470,ACME,1999,6,16,0.150284521983
7471,ACME,1999,6,17,0.149871359375
7472,ACME,1999,6,18,0.149501318752
7473,ACME,1999,6,19,0.149936025538
7474,ACME,1999,6,20,0.151832982436
7475,ACME,1999,6,21,0.153295207543
7476,ACME,1999,6,22,0.154408937928
7477,ACME,1999,6,23,0.155289152045
7478,ACME,1999,6,24,0.15509875
7479,ACME,1999,6,25,0.154861620041
7480,ACME,1999,6,26,0.154394576293
7481,ACME,1999,6,27,0.153877238364
7482,ACME,1999,6,28,0.153431742243
7483,ACME,1999,6,29,0.15318383071
7484,ACME,1999,6,30,0.153582615299
7485,ACME,1999,7,1,0.153101201293
7486,ACME,1999,7,2,0.152583863364
7487,ACME,1999,7,3,0.152062914332
7488,ACME,1999,7,4,0.15158508125
7489,ACME,1999,7,5,0.151092888256
7490,ACME,1999,7,6,0.150647379202
7491,ACME,1999,7,7,0.150205478663
7492,ACME,1999,7,8,0.149777945797
7493,ACME,1999,7,9,0.149677357436
7494,ACME,1999,7,10,0.150783907867
7495,ACME,1999,7,11,0.150816238793
7496,ACME,1999,7,12,0.150546785667
7497,ACME,1999,7,13,0.150061776078
7498,ACME,1999,7,14,0.149619868642
7499,ACME,1999,7,15,0.149177963792
7500,ACME,1999,7,16,0.148710921769
7501,ACME,1999,7,17,0.148304939117
7502,ACME,1999,7,18,0.147898960775
7503,ACME,1999,7,19,0.147528902045
7504,ACME,1999,7,20,0.147169645583
7505,ACME,1999,7,21,0.146774447953
7506,ACME,1999,7,22,0.14641158125
7507,ACME,1999,7,23,0.146059505606
7508,ACME,1999,7,24,0.145711003125
7509,ACME,1999,7,25,0.145362502369
7510,ACME,1999,7,26,0.145014020582
7511,ACME,1999,7,27,0.144679896983
7512,ACME,1999,7,28,0.144342179525
7513,ACME,1999,7,29,0.144051163253
7514,ACME,1999,7,30,0.143720645583
7515,ACME,1999,7,31,0.14339729321
7516,ACME,1999,8,1,0.143113470689
7517,ACME,1999,8,2,0.142844027049
7518,ACME,1999,8,3,0.143063171335
7519,ACME,1999,8,4,0.143842796229
7520,ACME,1999,8,5,0.144281104633
7521,ACME,1999,8,6,0.144227211422
7522,ACME,1999,8,7,0.143864348167
7523,ACME,1999,8,8,0.143490705064
7524,ACME,1999,8,9,0.143188913252
7525,ACME,1999,8,10,0.1428548
7526,ACME,1999,8,11,0.142513489547
7527,ACME,1999,8,12,0.142168604205
7528,ACME,1999,8,13,0.141852431788
7529,ACME,1999,8,14,0.14155783804
7530,ACME,1999,8,15,0.141288379741
7531,ACME,1999,8,16,0.140968628125
7532,ACME,1999,8,17,0.140691990733
7533,ACME,1999,8,18,0.140422534159
7534,ACME,1999,8,19,0.14016026875
7535,ACME,1999,8,20,0.13985489429
7536,ACME,1999,8,21,0.139585443752
7537,ACME,1999,8,22,0.139351915411
7538,ACME,1999,8,23,0.139147121551
7539,ACME,1999,8,24,0.138974681036
7540,ACME,1999,8,25,0.138719592133
7541,ACME,1999,8,26,0.138507628665
7542,ACME,1999,8,27,0.138288476618
7543,ACME,1999,8,28,0.138080094936
7544,ACME,1999,8,29,0.137839389226
7545,ACME,1999,8,30,0.137591474244
7546,ACME,1999,8,31,0.137386707114
7547,ACME,1999,9,1,0.137149573706
7548,ACME,1999,9,2,0.136951986532
7549,ACME,1999,9,3,0.136775940949
7550,ACME,1999,9,4,0.136779529634
7551,ACME,1999,9,5,0.137339999894
7552,ACME,1999,9,6,0.137232214332
7553,ACME,1999,9,7,0.137088498814
7554,ACME,1999,9,8,0.137052577479
7555,ACME,1999,9,9,0.1368082736
7556,ACME,1999,9,10,0.137228617025
7557,ACME,1999,9,11,0.139244128125
7558,ACME,1999,9,12,0.139499207543
7559,ACME,1999,9,13,0.139179455064
7560,ACME,1999,9,14,0.138884851831
7561,ACME,1999,9,15,0.1386728875
7562,ACME,1999,9,16,0.138504033082
7563,ACME,1999,9,17,0.138288467134
7564,ACME,1999,9,18,0.138058540411
7565,ACME,1999,9,19,0.137857351618
7566,ACME,1999,9,20,0.137598674032
7567,ACME,1999,9,21,0.137325615839
7568,ACME,1999,9,22,0.137081318858
7569,ACME,1999,9,23,0.136872936314
7570,ACME,1999,9,24,0.136905269827
7571,ACME,1999,9,25,0.137505254418
7572,ACME,1999,9,26,0.137242990733
7573,ACME,1999,9,27,0.136984313146
7574,ACME,1999,9,28,0.136797498061
7575,ACME,1999,9,29,0.136614269074
7576,ACME,1999,9,30,0.1363771486
7577,ACME,1999,10,1,0.136175953771
7578,ACME,1999,10,2,0.135949615733
7579,ACME,1999,10,3,0.135759202479
7580,ACME,1999,10,4,0.135996319504
7581,ACME,1999,10,5,0.135838240625
7582,ACME,1999,10,6,0.135611894826
7583,ACME,1999,10,7,0.135410699136
7584,ACME,1999,10,8,0.135522079417
7585,ACME,1999,10,9,0.135665788901
7586,ACME,1999,10,10,0.135493344936
7587,ACME,1999,10,11,0.135313708082
7588,ACME,1999,10,12,0.135134069504
7589,ACME,1999,10,13,0.134958021335
7590,ACME,1999,10,14,0.134792759913
7591,ACME,1999,10,15,0.13461672554
7592,ACME,1999,10,16,0.134393967564
7593,ACME,1999,10,17,0.134196376078
7594,ACME,1999,10,18,0.134085002695
7595,ACME,1999,10,19,0.134002368104
7596,ACME,1999,10,20,0.133851470043
7597,ACME,1999,10,21,0.133740101833
7598,ACME,1999,10,22,0.133596392349
7599,ACME,1999,10,23,0.133481426832
7600,ACME,1999,10,24,0.133330533945
7601,ACME,1999,10,25,0.133222750108
7602,ACME,1999,10,26,0.133129339116
7603,ACME,1999,10,27,0.132985626184
